Address,Latitude,Longitude,Name,Risk Category Improved,Violation Description Improved,Avg. Inspection Score,Avg. Rating
5278 Mission St,37.71501,-122.44258,Martita Restaurant,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,86,4
1551 Church St,37.745998,-122.426645,Martha & Bros Coffee Company,No Risk,No violation found,100,4
798 Brannan St,37.77323253,-122.4032367,Mars Bar & Restaurant,Low Risk,Improper or defective plumbing,92,4
500 Brannan St,37.77828,-122.39686,Marlowe,Low Risk,Unclean or degraded floors walls or ceilings,88,4
3619 Balboa St,37.7755094,-122.4976948,Marla Bakery Restaurant,Low Risk,Inadequate dressing rooms or improper storage of personal items,94,4
1 Ferry Bldg,37.79491986,-122.3928737,MarketBar,Moderate Risk,Moderate risk food holding temperature,88,3
985 Bush St,37.789569,-122.413516,Market Mayflower & Deli,Low Risk,Improper food storage,96,4.5
566 Columbus Ave,37.80021,-122.40979,Mario's Bohemian Cigar Store Cafe,Moderate Risk,Moderate risk food holding temperature,88,4
609 Sutter St,37.788858,-122.41041,Marines' Memorial Club & Hotel,Low Risk,Unclean or degraded floors walls or ceilings,94,4.5
2020 Lombard St,37.80026,-122.4349,Marina Sushi Bar,Low Risk,Unapproved or unmaintained equipment or utensils,86,4
2299 Union St,37.79685795,-122.4369494,Marina Submarine,Low Risk,Unclean nonfood contact surfaces,92,4
2299 Chestnut St,37.80016713,-122.4410096,Marina Deli,High Risk,High risk food holding temperature,89,4.5
531 Commercial St,37.79430583,-122.4018708,Marengo on the Alley,High Risk,Unclean hands or improper use of gloves,87,4
1447 Taraval St,37.7426223,-122.481885,Marco Polo Italian Ice Cream,Low Risk,Food safety certificate or food handler card not available,98,4.5
420 Castro St,37.76205,-122.43538,Marcello's Pizza,No Risk,No violation found,100,4
503 Columbus Ave,37.79972995,-122.4093374,Mara's Italian Pastry,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,90,3.5
5820 Mission St,37.709339,-122.451896,Maple Restaurant,Low Risk,Improper food storage,70,4
2788 Diamond St,37.7348084,-122.4338233,Manzoni,No Risk,No violation found,100,4
1600 Folsom St,37.77084,-122.41528,Manora's Thai Cuisine,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,85,4
3092 16th St,37.76517,-122.42159,Manny's,Low Risk,Unclean or degraded floors walls or ceilings,94,4.5
845 Irving St,37.76384,-122.46708,Manna,High Risk,Unclean hands or improper use of gloves,78,4
2732 24th St,37.75307,-122.40707,Manivanh Thai Restaurant,High Risk,Unclean hands or improper use of gloves,75,4
2078 Hayes St,37.77351,-122.45071,Manitas Cafe,Low Risk,Unapproved or unmaintained equipment or utensils,80,4.5
4175 Mission St,37.73041916,-122.4289322,Manila Oriental Market,Moderate Risk,Moderate risk food holding temperature,77,3
1355 Market St,37.77674,-122.41636,Manila Bowl,No Risk,No violation found,100,4
1355 Market St,37.77674,-122.41636,Manila Bowl,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,86,4
1355 Market St,37.77674,-122.41636,Manila Bowl,Moderate Risk,Inadequate and inaccessible handwashing facilities,85,4
1355 Market St,37.77674,-122.41636,Manila Bowl,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,92,4
1355 Market St,37.77674,-122.41636,Manila Bowl,Low Risk,Unapproved or unmaintained equipment or utensils,84,4
312 Divisadero St,37.77251,-122.43696,Mangrove Kitchen,High Risk,Unclean hands or improper use of gloves,78,4
Pier 39,37.80986024,-122.4102071,Mango's Taqueria and Cantina,No Risk,No violation found,100,2.5
Pier 39,37.80986024,-122.4102071,Mango's Taqueria and Cantina,Low Risk,Unapproved or unmaintained equipment or utensils,94,2.5
Pier 39,37.80986024,-122.4102071,Mango's Taqueria and Cantina,Low Risk,Improper storage use or identification of toxic substances,96,2.5
Pier 39,37.80986024,-122.4102071,Mango's Taqueria and Cantina,Low Risk,Improper food storage,98,2.5
339 Taraval St,37.74305,-122.46983,Mango Medley,Low Risk,Improper food storage,84,3
635 Clay St,37.79448,-122.40375,Mangia Tutti Ristorante,High Risk,Unclean hands or improper use of gloves,85,4
728 Post St,37.78778,-122.41389,Mangal Mediterranean Restaurant,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,90,4.5
3452 Mission St,37.74153,-122.4228,Mandarin House SF,Low Risk,Unapproved or unmaintained equipment or utensils,84,3.5
1701 Stockton St,37.801606,-122.409599,Mama's On Washington Square,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,83,4
4416 18th St,37.76075841,-122.4387292,MaMa Ji's,Low Risk,Food safety certificate or food handler card not available,88,4
5601 Geary Blvd,37.78001,-122.47956,Mainland Market Co,Low Risk,Improper food storage,84,3.5
316 Clement St,37.78318,-122.46265,Mai's Vietnamese Restaurant,High Risk,Unclean or unsanitary food contact surfaces,93,3.5
1398 Haight St,37.7703644,-122.4451952,Magnolia Haight,Low Risk,Unclean or degraded floors walls or ceilings,85,3.5
900 Grant Ave,37.79535,-122.40632,Magical Ice Cream,Moderate Risk,Inadequate and inaccessible handwashing facilities,94,4
3673 Sacramento St,37.7874104,-122.4530909,Magic Flute Ristorante,Moderate Risk,Employee eating or smoking,83,4
848 Grant Ave,37.79491043,-122.4062653,Maggie's Cafe,Low Risk,Improper or defective plumbing,92,2
170 O Farrell St,37.78679,-122.40736,Macy's Cellar,No Risk,No violation found,100,3.5
1355 Sutter St,37.78714,-122.42287,Macha Cafe,Low Risk,Unapproved or unmaintained equipment or utensils,90,4
1453 18th St,37.76234,-122.39716,Mac Daddy,Low Risk,Unapproved or unmaintained equipment or utensils,94,4
1315 Powell St,37.79665,-122.4103,Ma's Dimsum & Cafe,Low Risk,Improper food storage,71,3.5
845 Market St,37.784236,-122.406566,M.Y. China,Moderate Risk,Moderate risk food holding temperature,92,3.5
845 Market St,37.784236,-122.406566,M.Y. China,Moderate Risk,Foods not protected from contamination,92,3.5
845 Market St,37.784236,-122.406566,M.Y. China,Low Risk,Unclean or degraded floors walls or ceilings,98,3.5
845 Market St,37.784236,-122.406566,M.Y. China,Low Risk,Permit license or inspection report not posted,98,3.5
845 Market St,37.784236,-122.406566,M.Y. China,Low Risk,Inadequate dressing rooms or improper storage of personal items,88,3.5
2145 Geneva Ave,37.70867539,-122.4202652,M & M Shortstop,Moderate Risk,Inadequate and inaccessible handwashing facilities,84,2
1779 Lombard St,37.80029,-122.43063,Ly's Vietnamese Cuisine,Low Risk,Improper storage of equipment utensils or linens,89,4.5
1817 Polk St,37.79348776,-122.4213215,Lush Gelato,Low Risk,Permit license or inspection report not posted,94,4.5
1817 Polk St,37.79348776,-122.4213215,Lush Gelato,Low Risk,Improper food storage,94,4.5
4109 24th St,37.75102,-122.43452,Lupa Trattoria,Moderate Risk,Foods not protected from contamination,88,4
1823 Clement St,37.78215,-122.47883,Lung Fung Bakery,Moderate Risk,Improper thawing methods,86,4.5
581 Hayes St,37.77642289,-122.425948,Lunchpad,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,94,4.5
581 Hayes St,37.77642289,-122.425948,Lunchpad,Moderate Risk,Foods not protected from contamination,90,4.5
1101 Potrero Ave,37.75425384,-122.4063966,Luna's Coffee House,Moderate Risk,Moderate risk food holding temperature,96,5
960 Cole St,37.76505651,-122.4496418,Luke's Local,High Risk,Other high risk violation,91,3.5
39 Pier,37.810767,-122.410336,Luigi's Pizzeria,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,92,2.5
1135 Stockton St,37.79624558,-122.4087296,Luen Fat Market,Low Risk,Food safety certificate or food handler card not available,74.66666667,2
2659 Mission S,37.754539,-122.418304,Lucky Pork Market,Moderate Risk,Moderate risk food holding temperature,88,3.5
791 O'farrell St,37.78509974,-122.417557,Lucky Pig,Moderate Risk,Inadequate and inaccessible handwashing facilities,78,4
1501 Ocean Ave,37.7240899,-122.45835,Lucky Ocean Cafe,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,86,2.5
1899 Irving St,37.76347008,-122.4780674,Lucca Food Deli & Wine Shop,Low Risk,Unclean nonfood contact surfaces,96,4
2120 Chestnut St,37.80065,-122.43836,Lucca Delicatessen,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,85,4
524 Irving St,37.76442,-122.46361,Loving Hut,Low Risk,Improper storage of equipment utensils or linens,85,4
1351 Church St,37.74919,-122.42689,Lovejoy's Tea Room,Low Risk,Low risk vermin infestation,94,4.5
1242 Stockton St,37.7972899,-122.40832,Louie's Dim Sum,High Risk,Unclean hands or improper use of gloves,72,3.5
55 Stevenson St,37.78955841,-122.3995743,Louie's Bar,Moderate Risk,Foods not protected from contamination,88,4
300 Jefferson St,37.80808516,-122.4178206,Lou's Fish Shack,Low Risk,Unclean or degraded floors walls or ceilings,94,3
5017 Geary Blvd,37.78045,-122.473308,Lou's Cafe,Moderate Risk,Moderate risk food holding temperature,96,4.5
5017 Geary Blvd,37.78045,-122.473308,Lou's Cafe,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,77,4.5
5017 Geary Blvd,37.78045,-122.473308,Lou's Cafe,Moderate Risk,Inadequate and inaccessible handwashing facilities,96,4.5
5017 Geary Blvd,37.78045,-122.473308,Lou's Cafe,Low Risk,Unapproved or unmaintained equipment or utensils,85,4.5
1720 Polk St,37.79276276,-122.4208374,Lotta's Bakery,Low Risk,Unclean or degraded floors walls or ceilings,92,4.5
1439 Taraval St,37.742579,-122.481807,Lost and Found,Low Risk,Unclean or degraded floors walls or ceilings,78,4.5
324 S Van Ness Ave,37.76787279,-122.4179026,Los Yaquis,High Risk,High risk vermin infestation,78,4
5672 Mission St,37.71045663,-122.4484946,Los Trinos,High Risk,High risk food holding temperature,75,4
2101 Geneva Ave,37.7086765,-122.4207741,Los Reyes Restaurant,High Risk,Improper cooling methods,77,4.5
3206 Mission St,37.7455685,-122.4200766,Los Panchos,Low Risk,Unclean or degraded floors walls or ceilings,87,4
2026 Chestnut St,37.80088346,-122.4369724,Los Hermanos Mexican Food,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,82,3.5
500 Sutter St,37.78934767,-122.4087782,Lori's Diner,High Risk,High risk food holding temperature,87,3
2065 Polk St,37.79580041,-122.4219394,Lord Stanley,Low Risk,Unclean or degraded floors walls or ceilings,96,4
1354 Harrison St,37.772141,-122.410792,Lone Star Saloon,Low Risk,Food safety certificate or food handler card not available,98,4
1877 Stockton St,37.80307,-122.40998,Lombard Heights Market,No Risk,No violation found,100,3
974 Valencia St,37.7573462,-122.4214034,Loló,Moderate Risk,Inadequate and inaccessible handwashing facilities,96,4
2518 Mission St,37.7566658,-122.4191653,Lolinda,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,90,4
1801 Clement St,37.78215,-122.47867,Lokma,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,92,4.5
2228 Irving St,37.7634859,-122.4820102,Loi's Vietnamese Restaurant,Moderate Risk,Improper thawing methods,84,3.5
98 Battery St,37.79199386,-122.3995799,Locali Mediterranean,High Risk,High risk food holding temperature,85,4
600 3rd St,37.77982495,-122.3943559,Local Tap,Low Risk,Improper food storage,94,4
330 1st St,37.78678513,-122.3942184,Local Kitchen & Wine Merchant,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,82,3.5
1244 Market St,37.778303,-122.415814,Local Diner,Moderate Risk,Moderate risk vermin infestation,72,4
865 Market St,37.784511,-122.406406,Lobster ME,No Risk,No violation found,100,3
865 Market St,37.784511,-122.406406,Lobster ME,Moderate Risk,Inadequate and inaccessible handwashing facilities,88,3
865 Market St,37.784511,-122.406406,Lobster ME,Low Risk,Unapproved or unmaintained equipment or utensils,96,3
865 Market St,37.784511,-122.406406,Lobster ME,Low Risk,Inadequate ventilation or lighting,78,3
865 Market St,37.784511,-122.406406,Lobster ME,Low Risk,Improper or defective plumbing,87,3
865 Market St,37.784511,-122.406406,Lobster ME,High Risk,Improper cooling methods,89,3
,37.78186365,-122.4062286,Lobsta Truck,High Risk,Unclean or unsanitary food contact surfaces,86,3
2918 24th St,37.75294495,-122.4104919,Lo-Cost Meat Market,Moderate Risk,Other moderate risk violation,72,4
2001 17th St,37.764681,-122.4036308,Live Sushi Bar,Moderate Risk,Inadequate procedures or records for time as a public health control,90,4
1422 Market St,37.7762794,-122.4181595,Littlejohn's Candies,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,92,4
1541 Grant Ave,37.8013302,-122.4078869,Little Vine,No Risk,No violation found,100,4.5
309 6th Ave,37.782689,-122.4645661,Little Vietnam Cafe,Low Risk,Inadequate ventilation or lighting,96,4
501 Broadway St,37.7980089,-122.4055694,Little Szechuan,Low Risk,Unapproved or unmaintained equipment or utensils,77,3.5
3836 Geary Blvd,37.781425,-122.4608022,Little Sweet,Moderate Risk,Inadequate and inaccessible handwashing facilities,94,4
3836 Geary Blvd,37.781425,-122.4608022,Little Sweet,Low Risk,Unclean or degraded floors walls or ceilings,77,4
1249 Stockton St,37.7973,-122.40881,Little Swan Bakery Cafe,Moderate Risk,Inadequate and inaccessible handwashing facilities,92,4
200 23rd Ave,37.783851,-122.482575,Little Sushi Bar,Moderate Risk,Insufficient hot water or running water,92,4.5
846 Divisadero St,37.77753,-122.43798,Little Star Pizza,No Risk,No violation found,100,4.5
400 Valencia St,37.76625989,-122.422121,Little Star Pizza,No Risk,No violation found,100,4
400 Valencia St,37.76625989,-122.422121,Little Star Pizza,Low Risk,Unapproved or unmaintained equipment or utensils,94,4
360 Ritch St,37.778851,-122.393937,Little Skillet,Moderate Risk,Inadequate and inaccessible handwashing facilities,96,3.5
360 Ritch St,37.778851,-122.393937,Little Skillet,Low Risk,Unclean or degraded floors walls or ceilings,92,3.5
131 Steuart St,37.79292,-122.3926,Little Saigon Deli,Low Risk,Unclean or degraded floors walls or ceilings,87,3.5
,37.7911148,-122.4021273,Little Red Riding Truck,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,90,4
925 Cortland Ave,37.7391,-122.41361,Little Nepal,High Risk,Unclean or unsanitary food contact surfaces,82,4
3515 20th St,37.75839,-122.41955,Little Kite,High Risk,Unclean or unsanitary food contact surfaces,85,3.5
3600 Balboa St,37.77582,-122.49752,Little Henry's,Low Risk,Unclean or degraded floors walls or ceilings,84,3
400 Grove St,37.778,-122.42353,Little Gem,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,83,3.5
83 Eddy St,37.78416,-122.40901,Little Delhi,Low Risk,Improper storage of equipment utensils or linens,89,4
1400 Stockton St,37.79873215,-122.4087513,Little City Market,Low Risk,Low risk vermin infestation,98,4.5
955 Geneva Ave,37.716184,-122.4398993,Little Caesars Pizza,Moderate Risk,Insufficient hot water or running water,88,3
521 Cortland Ave,37.73921,-122.41601,Little Bee Baking,Moderate Risk,Inadequate and inaccessible handwashing facilities,94,4.5
3386 19th St,37.760435,-122.418728,Little Baobab,Moderate Risk,Insufficient hot water or running water,82,4
1796 Union St,37.79805,-122.42877,Lite Bite,Moderate Risk,Inadequate and inaccessible handwashing facilities,92,4.5
1796 Union St,37.79805,-122.42877,Lite Bite,Moderate Risk,Foods not protected from contamination,82,4.5
423 Stockton St,37.79,-122.40729,Liquor & Deli On Union Square,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,92,4
2517 San Bruno Ave,37.73008,-122.40433,Ling Ling Cuisine Restaurant,Low Risk,Unsanitary employee garments hair or nails,81,3.5
3417 18th St,37.76169565,-122.4199919,Linea Caffe,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,96,4
1026 Taraval St,37.74322,-122.4774,Linda's Liquor,Moderate Risk,Insufficient hot water or running water,96,4
290 Townsend St,37.7775608,-122.3944833,Linda's Catering,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,85,3.5
337 Jones St,37.78442,-122.41296,Lin's Kitchen,Low Risk,Food safety certificate or food handler card not available,65,3.5
1400 Sutter St,37.78731841,-122.4235914,Limoncello,Low Risk,Improper food storage,88,5
524 Valencia St,37.76441574,-122.4221344,Limón Rotisserie,Moderate Risk,Noncompliance with HAACP plan or variance,78,3.5
871 Sutter St,37.78818,-122.41458,Liholiho Yacht Club,High Risk,Improper cooling methods,93,4.5
1700 Stockton St,37.80153,-122.40916,Liguria Bakery,Moderate Risk,Foods not protected from contamination,83,4.5
,37.77310181,-122.4112778,Liberty Cheesesteak,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,94,4
644 Polk St,37.7827209,-122.4191161,Libby Jane Cafe,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,87,4
